TITLE	COMPND	SOURCE	NAME	cluster_label
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE BETA CHAIN (A0A1Z5K6B2)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE BETA CHAIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: FISTULIFERA SOLARIS;3 ORGANISM_TAXID: 1519565	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE BETA CHAIN	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOTIDE REDUCTASE M2 B2 (A0A665UE76)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOTIDE REDUCTASE M2 B;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ECHENEIS NAUCRATES;3 ORGANISM_TAXID: 173247	RIBONUCLEOTIDE REDUCTASE M2 B	14
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2W4ZZK5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOXANTHOMONAS SUWONENSIS;3 ORGANISM_TAXID: 314722	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A537Y5M8)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0W1AJW1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LEGIONELLA WORSLEIENSIS;3 ORGANISM_TAXID: 45076	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DIGUANYLATE CYCLASE2 (A0A5B7QZR5)	MOL_ID: 1;2 MOLECULE: DIGUANYLATE CYCLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LYSOBACTER ENZYMOGENES;3 ORGANISM_TAXID: 69	DIGUANYLATE CYCLASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT M2 B (A0A6G1QYL9)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 B;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHANNA ARGUS (NORTHERN SNAKEHEAD);3 ORGANISM_TAXID: 215402	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 B	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RUBRERYTHRIN DOMAIN-CONTAINING2 PROTEIN (A0A3A4P1L5)	MOL_ID: 1;2 MOLECULE: RUBRERYTHRIN DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS ABYSSUBACTERIA BACTERIUM SURF_5;3 ORGANISM_TAXID: 2093360	RUBRERYTHRIN DOMAIN-CONTAINING PROTEIN	15
ALPHAFOLD MONOMER V2.0 PREDICTION FOR NICKEL/COBALT EFFLUX SYSTEM2 (A0A1F4HDF8)	MOL_ID: 1;2 MOLECULE: NICKEL/COBALT EFFLUX SYSTEM;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BURKHOLDERIALES BACTERIUM3 RIFCSPHIGHO2_12_FULL_61_11;4 ORGANISM_TAXID: 1797557	NICKEL/COBALT EFFLUX SYSTEM	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A2A5YX63)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDIMICROBIALES BACTERIUM MED-G01;3 ORGANISM_TAXID: 1986263	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE (Q9EWB1)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES MICROFLAVUS;3 ORGANISM_TAXID: 1919	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1Z7YLX9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM 42_54_T18;3 ORGANISM_TAXID: 1856293	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN FAMILY PROTEIN2 (A0A7X6TYH6)	MOL_ID: 1;2 MOLECULE: FERRITIN FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CLOSTRIDIUM SP.;3 ORGANISM_TAXID: 1506	FERRITIN FAMILY PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METAL-DEPENDENT HYDROLASE2 (A0A3M1EDG8)	MOL_ID: 1;2 MOLECULE: METAL-DEPENDENT HYDROLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	METAL-DEPENDENT HYDROLASE	8
ALPHAFOLD MONOMER V2.0 PREDICTION FOR R2-LIKE LIGAND BINDING OXIDASE2 (A0A401ZM99)	MOL_ID: 1;2 MOLECULE: R2-LIKE LIGAND BINDING OXIDASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DICTYOBACTER AURANTIACUS;3 ORGANISM_TAXID: 1936993	R2-LIKE LIGAND BINDING OXIDASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED FERRITIN-LIKE2 PROTEIN (DUF455 FAMILY) (A0A7W5EPQ4)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED FERRITIN-LIKE PROTEIN (DUF455 FAMILY);3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LUTEIBACTER SP. SPHAG1AF;3 ORGANISM_TAXID: 2587031	UNCHARACTERIZED FERRITIN-LIKE PROTEIN (DUF455 FAMILY)	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0D6FK36)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALCALIGENES XYLOSOXYDANS XYLOSOXYDANS;3 ORGANISM_TAXID: 85698	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (K9Z8E7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CYANOBACTERIUM APONINUM (STRAIN PCC 10605);3 ORGANISM_TAXID: 755178	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 (A0A1Q5G2B3)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. CB01580;3 ORGANISM_TAXID: 1703933	PHENYLACETATE-COA OXYGENASE	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2V7HEK1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS ROKUBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2053607	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A366WEX2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSYCHROMONAS SP. B3M02;3 ORGANISM_TAXID: 2267226	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR GGDEF DOMAIN-CONTAINING PROTEIN2 (A0A2N2B6B3)	MOL_ID: 1;2 MOLECULE: GGDEF DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: FIRMICUTES BACTERIUM HGW-FIRMICUTES-5;3 ORGANISM_TAXID: 2013786	GGDEF DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PYRROLOQUINOLINE-QUINONE2 SYNTHASE (B0UE11)	MOL_ID: 1;2 MOLECULE: PYRROLOQUINOLINE-QUINONE SYNTHASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: METHYLOBACTERIUM SP. (STRAIN 4-46);3 ORGANISM_TAXID: 426117	PYRROLOQUINOLINE-QUINONE SYNTHASE	0
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A7C3K838)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: FIRMICUTES BACTERIUM;3 ORGANISM_TAXID: 1879010	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-OXIDATION COMPLEX PROTEIN2 1 IN THE PHENYLACETIC ACID CATABOLISM PATHWAY (A0A829XS37)	MOL_ID: 1;2 MOLECULE: RING-OXIDATION COMPLEX PROTEIN 1 IN THE PHENYLACETIC ACID3 CATABOLISM PATHWAY;4 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHIZOBIUM SP. S-93;3 ORGANISM_TAXID: 2653122	RING-OXIDATION COMPLEX PROTEIN 1 IN THE PHENYLACETIC ACID3 CATABOLISM PATHWAY	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SMALL CHAIN (F1LEG1)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL CHAIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ASCARIS SUUM;3 ORGANISM_TAXID: 6253	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL CHAIN	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAI (A0A2D9GDN8)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: FLAVOBACTERIALES BACTERIUM;3 ORGANISM_TAXID: 2021391	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METAL-DEPENDENT HYDROLASE2 (A0A849GBJ7)	MOL_ID: 1;2 MOLECULE: METAL-DEPENDENT HYDROLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: WOESEIACEAE BACTERIUM;3 ORGANISM_TAXID: 2026806	METAL-DEPENDENT HYDROLASE	8
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A520U3S3)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913989	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A7Z0WGV1)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOPHYTOCOLA XINJIANGENSIS;3 ORGANISM_TAXID: 485602	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE (A0A7R8WK52)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CYPRIDEIS TOROSA;3 ORGANISM_TAXID: 163714	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIESKE DOMAIN-CONTAINING2 PROTEIN (G7DV26)	MOL_ID: 1;2 MOLECULE: RIESKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MIXIA OSMUNDAE (STRAIN CBS 9802 / IAM 14324 /3 JCM 22182 / KY 12970);4 ORGANISM_TAXID: 764103	RIESKE DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A835NQX6)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LAMPROTORNIS SUPERBUS;3 ORGANISM_TAXID: 245042	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE (A0A0A0DAA9)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: INQUILINUS LIMOSUS MP06;3 ORGANISM_TAXID: 1398085	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR SOLUBLE METHANE MONOOXYGENASE2 HYDROXYLASE COMPONENT ALPHA SUBUNIT APOPROTEIN (A0A4R8HNW2)	MOL_ID: 1;2 MOLECULE: SOLUBLE METHANE MONOOXYGENASE HYDROXYLASE COMPONENT ALPHA3 SUBUNIT APOPROTEIN;4 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: METHYLOSINUS SP. SAV-2;3 ORGANISM_TAXID: 2485168	SOLUBLE METHANE MONOOXYGENASE HYDROXYLASE COMPONENT ALPHA3 SUBUNIT APOPROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A660TC51)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SPIROCHAETES BACTERIUM;3 ORGANISM_TAXID: 2202144	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TOLUENE MONOOXYGENASE2 (A0A7C5WI45)	MOL_ID: 1;2 MOLECULE: TOLUENE MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: THERMOPETROBACTER SP;3 ORGANISM_TAXID: 2268141	TOLUENE MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A328FC15)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DESULFOBACTER HYDROGENOPHILUS;3 ORGANISM_TAXID: 2291	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A534WK86)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAC (A0A1A7R0X5)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GELIDIBACTER ALGENS;3 ORGANISM_TAXID: 49280	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAC	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A6C0KCW7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: VIRAL METAGENOME;3 ORGANISM_TAXID: 1070528	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENOL HYDROXYLASE LARGE2 SUBUNIT (Q93HZ7)	MOL_ID: 1;2 MOLECULE: PHENOL HYDROXYLASE LARGE SUBUNIT;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: UNCULTURED MICROORGANISM PCRHD03;3 ORGANISM_TAXID: 143876	PHENOL HYDROXYLASE LARGE SUBUNIT	11
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2R4C6Y7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MASSILIA ARMENIACA;3 ORGANISM_TAXID: 2072590	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A840A6G9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ROSEOCOCCUS SUDUNTUYENSIS;3 ORGANISM_TAXID: 455361	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A538LRS0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PUTATIVE DIGUANYLATE CYCLASE2 YDAM (A0A1C3JPL0)	MOL_ID: 1;2 MOLECULE: PUTATIVE DIGUANYLATE CYCLASE YDAM;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MARINOMONAS GALLAICA;3 ORGANISM_TAXID: 1806667	PUTATIVE DIGUANYLATE CYCLASE YDAM	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A428WRF8)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOPLANES SP. ATCC 53533;3 ORGANISM_TAXID: 1288362	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TOLUENE MONOOXYGENASE2 (A0A317DU03)	MOL_ID: 1;2 MOLECULE: TOLUENE MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ZAVARZINIA COMPRANSORIS;3 ORGANISM_TAXID: 1264899	TOLUENE MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (S1NEN8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ENTEROCOCCUS COLUMBAE DSM 7374 = ATCC 51263;3 ORGANISM_TAXID: 1121865	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3N4KX17)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MORCHELLA CONICA CCBAS932;3 ORGANISM_TAXID: 1392247	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A1J5B7T7)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BETAPROTEOBACTERIA BACTERIUM CG2_30_59_46;3 ORGANISM_TAXID: 1805050	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HYPOTHETICAL PROTEIN2 (A0A812TXN9)	MOL_ID: 1;2 MOLECULE: HYPOTHETICAL PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SYMBIODINIUM NECROAPPETENS;3 ORGANISM_TAXID: 1628268	HYPOTHETICAL PROTEIN	2
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A535SL57)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLOROFLEXI BACTERIUM;3 ORGANISM_TAXID: 2026724	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2H5W1L1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTERIUM HR10;3 ORGANISM_TAXID: 2035405	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TRNA-(MS[2]IO[6]A)-HYDROXYLASE2 (MIAE)-LIKE (A0A1H0A1W2)	MOL_ID: 1;2 MOLECULE: TRNA-(MS[2]IO[6]A)-HYDROXYLASE (MIAE)-LIKE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES GUANDUENSIS;3 ORGANISM_TAXID: 310781	TRNA-(MS[2]IO[6]A)-HYDROXYLASE (MIAE)-LIKE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A4U5NCQ6)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STEINERNEMA CARPOCAPSAE;3 ORGANISM_TAXID: 34508	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR IRON TRANSPORTER (A0A497TQB2)	MOL_ID: 1;2 MOLECULE: IRON TRANSPORTER;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS AENIGMARCHAEOTA ARCHAEON;3 ORGANISM_TAXID: 2093792	IRON TRANSPORTER	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A2N5Y1V6)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: KINEOBACTRUM SEDIMINIS;3 ORGANISM_TAXID: 1905677	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HAMP DOMAIN-CONTAINING PROTEIN2 (A0A7K3WED7)	MOL_ID: 1;2 MOLECULE: HAMP DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MODESTOBACTER SP. CPCC 205119;3 ORGANISM_TAXID: 2497753	HAMP DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A7W0WUE4)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR MCE FAMILY PROTEIN (A0A7V5CJP4)	MOL_ID: 1;2 MOLECULE: MCE FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ARMATIMONADETES BACTERIUM;3 ORGANISM_TAXID: 2033014	MCE FAMILY PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 2-OXOACID_DH DOMAIN-CONTAINING2 PROTEIN (A0A3S1D107)	MOL_ID: 1;2 MOLECULE: 2-OXOACID_DH DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LEGIONELLA SP. KM772;3 ORGANISM_TAXID: 2498111	2-OXOACID_DH DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2D4S284)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BERMANELLA SP;3 ORGANISM_TAXID: 2024825	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2E2YST1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913989	UNCHARACTERIZED PROTEIN	3
